================================================================================
Summary of training process:
Dataset                : UCI_HAR
Batch size             : 32
Learing rate           : 0.001
Number of total clients: 150
Split method           : distribution
Split parameter        : 0.1
Clients per round      : 15
Number of global rounds: 100
Number of local rounds : 5
Feature from layer     : 1
Feature percentage     : 0.1
Is interplolated       : False
Local training loss    : MCE_DeC_KL
Loss of beta           : 1.0
Algorithm              : FLea
Modelname              : HARNet
Mode                   : training
Seed                   : 0
================================================================================
Dataset: UCI_HAR
training: 7352 testing: 2947
Here
Pre-splits: [   0    1    2 ... 3673 3674 3675]
[   0    1    2 ... 3673 3674 3675]
[4 4 4 ... 3 3 3]
Pre-splits: [3676 3677 3678 ... 7349 7350 7351]
[3676 3677 3678 ... 7349 7350 7351]
[3 3 3 ... 1 1 1]
Done
Class frequencies:
client,class0,class1,class2,class3,class4,class5,Amount
Local adapation with distilling: 0.0006220000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2334) local CE: tensor(0.6685) Feature CE: tensor(1.5656) KL: tensor(0.1291)
The last decorrelation: tensor(0.8741)
Local adapation with distilling: 0.0006220000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4972) local CE: tensor(0.6309) Feature CE: tensor(1.4964) KL: tensor(0.3967)
The last decorrelation: tensor(0.9764)
Local adapation with distilling: 0.0006220000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6253) local CE: tensor(0.3531) Feature CE: tensor(1.2598) KL: tensor(0.1350)
The last decorrelation: tensor(0.8760)
Local adapation with distilling: 0.0006220000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2752) local CE: tensor(0.8547) Feature CE: tensor(1.3320) KL: tensor(0.1435)
The last decorrelation: tensor(0.9489)
Local adapation with distilling: 0.0006220000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.7857) local CE: tensor(0.5434) Feature CE: tensor(1.4064) KL: tensor(0.8366)
The last decorrelation: tensor(0.9995)
Global Model Acc on global data: 0.3983712249745504 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  22  -------------
selected users: [10, 115, 54, 146, 63, 76, 86, 138, 64, 35, 120, 95, 130, 109, 43]
Current data/feature buff: torch.Size([59, 128, 20, 7]) torch.Size([59]) 59
Buffer classes: Counter({3: 18, 2: 12, 4: 11, 1: 9, 5: 6, 0: 3})
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1059) local CE: tensor(0.5836) Feature CE: tensor(1.3820) KL: tensor(0.1522)
The last decorrelation: tensor(0.9832)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5332) local CE: tensor(0.2055) Feature CE: tensor(1.2401) KL: tensor(0.1435)
The last decorrelation: tensor(0.9367)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1186) local CE: tensor(0.5257) Feature CE: tensor(1.5355) KL: tensor(0.1261)
The last decorrelation: tensor(0.9329)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.5201) local CE: tensor(0.8761) Feature CE: tensor(1.4139) KL: tensor(0.3079)
The last decorrelation: tensor(0.9231)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2598) local CE: tensor(0.3673) Feature CE: tensor(1.7445) KL: tensor(0.2427)
The last decorrelation: tensor(0.8997)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4695) local CE: tensor(0.1765) Feature CE: tensor(1.1954) KL: tensor(0.1362)
The last decorrelation: tensor(0.9585)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0285) local CE: tensor(0.4588) Feature CE: tensor(1.1944) KL: tensor(0.4100)
The last decorrelation: tensor(0.9660)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0515) local CE: tensor(0.6354) Feature CE: tensor(1.3019) KL: tensor(0.1348)
The last decorrelation: tensor(0.9790)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7535) local CE: tensor(0.3735) Feature CE: tensor(1.3834) KL: tensor(0.1347)
The last decorrelation: tensor(0.8548)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.7175) local CE: tensor(1.0222) Feature CE: tensor(1.6168) KL: tensor(0.2265)
The last decorrelation: tensor(0.8518)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3909) local CE: tensor(0.9228) Feature CE: tensor(1.4032) KL: tensor(0.1349)
The last decorrelation: tensor(0.9306)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6867) local CE: tensor(0.4600) Feature CE: tensor(1.2600) KL: tensor(0.0970)
The last decorrelation: tensor(0.8672)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.5997) local CE: tensor(0.7149) Feature CE: tensor(1.4745) KL: tensor(0.4392)
The last decorrelation: tensor(0.9721)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5513) local CE: tensor(0.2500) Feature CE: tensor(1.3085) KL: tensor(0.1094)
The last decorrelation: tensor(0.8691)
Local adapation with distilling: 0.0006040000000000002 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9370) local CE: tensor(0.5248) Feature CE: tensor(1.3540) KL: tensor(0.1594)
The last decorrelation: tensor(0.8989)
Global Model Acc on global data: 0.3878520529351883 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  23  -------------
selected users: [139, 125, 67, 3, 113, 52, 18, 137, 20, 64, 73, 30, 102, 19, 10]
Current data/feature buff: torch.Size([85, 128, 20, 7]) torch.Size([85]) 85
Buffer classes: Counter({5: 41, 1: 21, 4: 15, 2: 5, 0: 2, 3: 1})
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1351) local CE: tensor(0.7166) Feature CE: tensor(1.3053) KL: tensor(0.1559)
The last decorrelation: tensor(0.9578)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4101) local CE: tensor(0.3774) Feature CE: tensor(0.8869) KL: tensor(0.1808)
The last decorrelation: tensor(0.9653)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8067) local CE: tensor(0.4448) Feature CE: tensor(1.2720) KL: tensor(0.2129)
The last decorrelation: tensor(0.8737)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4493) local CE: tensor(0.7097) Feature CE: tensor(1.4200) KL: tensor(0.3353)
The last decorrelation: tensor(0.9844)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0480) local CE: tensor(0.5351) Feature CE: tensor(1.3271) KL: tensor(0.2176)
The last decorrelation: tensor(0.9501)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3844) local CE: tensor(0.2020) Feature CE: tensor(1.1262) KL: tensor(0.1849)
The last decorrelation: tensor(0.8655)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5891) local CE: tensor(0.3049) Feature CE: tensor(1.0912) KL: tensor(0.2453)
The last decorrelation: tensor(0.9434)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9673) local CE: tensor(0.6492) Feature CE: tensor(1.0065) KL: tensor(0.3654)
The last decorrelation: tensor(0.9469)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0190) local CE: tensor(0.6434) Feature CE: tensor(1.2093) KL: tensor(0.2091)
The last decorrelation: tensor(0.9573)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4937) local CE: tensor(0.2556) Feature CE: tensor(1.2051) KL: tensor(0.1701)
The last decorrelation: tensor(0.8592)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1648) local CE: tensor(0.6390) Feature CE: tensor(1.5326) KL: tensor(0.1426)
The last decorrelation: tensor(0.8398)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9294) local CE: tensor(0.5390) Feature CE: tensor(1.2794) KL: tensor(0.2372)
The last decorrelation: tensor(0.8738)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6937) local CE: tensor(0.3241) Feature CE: tensor(1.2473) KL: tensor(0.1466)
The last decorrelation: tensor(0.9759)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5041) local CE: tensor(0.2388) Feature CE: tensor(1.1700) KL: tensor(0.1356)
The last decorrelation: tensor(0.9509)
Local adapation with distilling: 0.000586 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1255) local CE: tensor(0.6931) Feature CE: tensor(1.2084) KL: tensor(0.2397)
The last decorrelation: tensor(0.9833)
Global Model Acc on global data: 0.4177129284017645 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  24  -------------
selected users: [107, 114, 57, 59, 105, 11, 48, 72, 29, 148, 30, 19, 26, 111, 144]
Current data/feature buff: torch.Size([93, 128, 20, 7]) torch.Size([93]) 93
Buffer classes: Counter({3: 42, 1: 24, 4: 11, 2: 9, 5: 6, 0: 1})
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7709) local CE: tensor(0.4852) Feature CE: tensor(1.3153) KL: tensor(0.0980)
The last decorrelation: tensor(0.8707)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4560) local CE: tensor(0.6650) Feature CE: tensor(1.3019) KL: tensor(0.5275)
The last decorrelation: tensor(0.9602)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.7171) local CE: tensor(0.9263) Feature CE: tensor(1.6764) KL: tensor(0.2103)
The last decorrelation: tensor(0.9068)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1270) local CE: tensor(0.7405) Feature CE: tensor(1.2672) KL: tensor(0.1325)
The last decorrelation: tensor(0.9849)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3199) local CE: tensor(0.4043) Feature CE: tensor(1.5837) KL: tensor(0.3465)
The last decorrelation: tensor(0.9859)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4626) local CE: tensor(0.9923) Feature CE: tensor(1.3647) KL: tensor(0.1594)
The last decorrelation: tensor(0.9483)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(4.4765) local CE: tensor(1.3956) Feature CE: tensor(1.8184) KL: tensor(0.3213)
The last decorrelation: tensor(0.9404)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.6372) local CE: tensor(0.9325) Feature CE: tensor(1.4243) KL: tensor(0.3636)
The last decorrelation: tensor(0.9180)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5879) local CE: tensor(0.2847) Feature CE: tensor(1.2206) KL: tensor(0.1742)
The last decorrelation: tensor(0.8972)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9002) local CE: tensor(0.5337) Feature CE: tensor(1.2671) KL: tensor(0.1892)
The last decorrelation: tensor(0.8974)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9726) local CE: tensor(0.5127) Feature CE: tensor(1.3810) KL: tensor(0.2101)
The last decorrelation: tensor(0.8615)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2678) local CE: tensor(0.1345) Feature CE: tensor(0.9554) KL: tensor(0.2137)
The last decorrelation: tensor(0.9630)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3152) local CE: tensor(0.7357) Feature CE: tensor(1.6325) KL: tensor(0.1311)
The last decorrelation: tensor(0.8068)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2956) local CE: tensor(0.7636) Feature CE: tensor(1.2463) KL: tensor(0.2910)
The last decorrelation: tensor(0.9948)
Local adapation with distilling: 0.000568 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4236) local CE: tensor(0.8496) Feature CE: tensor(1.4482) KL: tensor(0.1444)
The last decorrelation: tensor(0.9804)
Global Model Acc on global data: 0.4387512724804886 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  25  -------------
selected users: [28, 72, 70, 85, 128, 65, 127, 42, 81, 93, 21, 31, 26, 133, 6]
Current data/feature buff: torch.Size([55, 128, 20, 7]) torch.Size([55]) 55
Buffer classes: Counter({3: 21, 4: 15, 1: 6, 5: 5, 0: 5, 2: 3})
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2705) local CE: tensor(0.8176) Feature CE: tensor(1.2702) KL: tensor(0.2117)
The last decorrelation: tensor(0.9480)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4057) local CE: tensor(0.8854) Feature CE: tensor(1.3877) KL: tensor(0.2149)
The last decorrelation: tensor(0.9168)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8941) local CE: tensor(0.4304) Feature CE: tensor(1.1209) KL: tensor(0.3766)
The last decorrelation: tensor(0.9690)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2975) local CE: tensor(0.6518) Feature CE: tensor(1.4050) KL: tensor(0.2878)
The last decorrelation: tensor(0.9536)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0905) local CE: tensor(0.4281) Feature CE: tensor(1.6110) KL: tensor(0.1495)
The last decorrelation: tensor(0.9012)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9797) local CE: tensor(0.6424) Feature CE: tensor(1.2482) KL: tensor(0.1437)
The last decorrelation: tensor(0.9466)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2147) local CE: tensor(0.8643) Feature CE: tensor(1.2394) KL: tensor(0.1537)
The last decorrelation: tensor(0.9607)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0995) local CE: tensor(0.5298) Feature CE: tensor(1.6158) KL: tensor(0.0987)
The last decorrelation: tensor(0.8466)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.7145) local CE: tensor(1.0678) Feature CE: tensor(1.6472) KL: tensor(0.1219)
The last decorrelation: tensor(0.8758)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6521) local CE: tensor(0.3504) Feature CE: tensor(1.1013) KL: tensor(0.2022)
The last decorrelation: tensor(0.9981)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1182) local CE: tensor(0.6835) Feature CE: tensor(1.2779) KL: tensor(0.1726)
The last decorrelation: tensor(0.9844)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9002) local CE: tensor(0.3556) Feature CE: tensor(1.4401) KL: tensor(0.2140)
The last decorrelation: tensor(0.8834)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1394) local CE: tensor(0.6557) Feature CE: tensor(1.5668) KL: tensor(0.0927)
The last decorrelation: tensor(0.8152)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2716) local CE: tensor(0.8720) Feature CE: tensor(1.2509) KL: tensor(0.1772)
The last decorrelation: tensor(0.9717)
Local adapation with distilling: 0.00055 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5941) local CE: tensor(0.3456) Feature CE: tensor(1.1683) KL: tensor(0.1479)
The last decorrelation: tensor(0.9317)
Global Model Acc on global data: 0.5151001017984391 length of data: 2947
save a model
size of the global feature buffer: 15
-------------Round number:  26  -------------
selected users: [86, 89, 31, 21, 137, 60, 20, 131, 135, 103, 43, 75, 80, 30, 67]
Current data/feature buff: torch.Size([65, 128, 20, 7]) torch.Size([65]) 65
Buffer classes: Counter({0: 17, 5: 15, 3: 14, 1: 12, 2: 5, 4: 2})
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9992) local CE: tensor(0.3990) Feature CE: tensor(1.2675) KL: tensor(0.3661)
The last decorrelation: tensor(0.9661)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.7819) local CE: tensor(0.8712) Feature CE: tensor(1.6579) KL: tensor(0.3129)
The last decorrelation: tensor(0.9407)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2030) local CE: tensor(0.3115) Feature CE: tensor(1.4094) KL: tensor(0.5951)
The last decorrelation: tensor(0.8751)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4548) local CE: tensor(0.7702) Feature CE: tensor(1.4589) KL: tensor(0.2420)
The last decorrelation: tensor(0.9838)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.7068) local CE: tensor(0.6009) Feature CE: tensor(1.6495) KL: tensor(0.5085)
The last decorrelation: tensor(0.9494)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8412) local CE: tensor(0.1937) Feature CE: tensor(1.3342) KL: tensor(0.3713)
The last decorrelation: tensor(0.9536)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4202) local CE: tensor(0.7475) Feature CE: tensor(1.3921) KL: tensor(0.3222)
The last decorrelation: tensor(0.9594)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.5067) local CE: tensor(0.6423) Feature CE: tensor(1.4718) KL: tensor(0.4402)
The last decorrelation: tensor(0.9529)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3707) local CE: tensor(0.5122) Feature CE: tensor(1.4970) KL: tensor(0.4339)
The last decorrelation: tensor(0.9274)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2423) local CE: tensor(0.3444) Feature CE: tensor(1.6520) KL: tensor(0.3981)
The last decorrelation: tensor(0.8449)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.6596) local CE: tensor(0.6920) Feature CE: tensor(1.1023) KL: tensor(0.9626)
The last decorrelation: tensor(0.9027)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4952) local CE: tensor(0.6217) Feature CE: tensor(1.7083) KL: tensor(0.1949)
The last decorrelation: tensor(0.9701)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4797) local CE: tensor(0.6691) Feature CE: tensor(1.3339) KL: tensor(0.5768)
The last decorrelation: tensor(0.9049)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.5102) local CE: tensor(0.5635) Feature CE: tensor(1.7276) KL: tensor(0.3504)
The last decorrelation: tensor(0.8851)
Local adapation with distilling: 0.000532 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3756) local CE: tensor(0.5369) Feature CE: tensor(1.6111) KL: tensor(0.3531)
The last decorrelation: tensor(0.8722)
Global Model Acc on global data: 0.4781133355955209 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  27  -------------
selected users: [116, 36, 128, 117, 88, 74, 91, 115, 77, 21, 94, 133, 47, 90, 58]
Current data/feature buff: torch.Size([62, 128, 20, 7]) torch.Size([62]) 62
Buffer classes: Counter({5: 23, 2: 19, 0: 13, 1: 5, 4: 1, 3: 1})
Local adapation with distilling: 0.000514 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8765) local CE: tensor(0.5073) Feature CE: tensor(1.2737) KL: tensor(0.1718)
The last decorrelation: tensor(0.9263)
Local adapation with distilling: 0.000514 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9997) local CE: tensor(0.5720) Feature CE: tensor(1.3384) KL: tensor(0.1892)
The last decorrelation: tensor(0.9011)
Local adapation with distilling: 0.000514 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8991) local CE: tensor(0.5298) Feature CE: tensor(1.2395) KL: tensor(0.2282)
The last decorrelation: tensor(0.8953)
Local adapation with distilling: 0.000514 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3607) local CE: tensor(0.8122) Feature CE: tensor(1.4846) KL: tensor(0.1217)
The last decorrelation: tensor(0.9391)
Local adapation with distilling: 0.000514 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.8059) local CE: tensor(0.9447) Feature CE: tensor(1.6837) KL: tensor(0.2054)
The last decorrelation: tensor(0.9713)
Local adapation with distilling: 0.000514 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4724) local CE: tensor(0.3698) Feature CE: tensor(1.0693) KL: tensor(0.1611)
The last decorrelation: tensor(0.8832)
